Confusion matrix: 
[[5765    8  111]
 [ 173 8506  136]
 [ 263   94 1143]]
('Accuracy score: ', 0.9515402185320081)
              precision    recall  f1-score   support

         0.0       0.93      0.98      0.95      5884
         1.0       0.99      0.96      0.98      8815
         2.0       0.82      0.76      0.79      1500

   micro avg       0.95      0.95      0.95     16199
   macro avg       0.91      0.90      0.91     16199
weighted avg       0.95      0.95      0.95     16199

1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 1.0, Predicted 1.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
0, True 0.0, Predicted 2.0
0, True 0.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
0, True 2.0, Predicted 0.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
0, True 2.0, Predicted 0.0
0, True 2.0, Predicted 0.0
1, True 2.0, Predicted 2.0
0, True 2.0, Predicted 0.0
1, True 2.0, Predicted 2.0
0, True 2.0, Predicted 0.0
1, True 2.0, Predicted 2.0
0, True 2.0, Predicted 0.0
0, True 2.0, Predicted 0.0
1, True 2.0, Predicted 2.0
0, True 2.0, Predicted 0.0
0, True 2.0, Predicted 0.0
0, True 2.0, Predicted 0.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
0, True 2.0, Predicted 0.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
0, True 2.0, Predicted 0.0
0, True 2.0, Predicted 0.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
0, True 2.0, Predicted 0.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
0, True 2.0, Predicted 0.0
0, True 2.0, Predicted 0.0
0, True 2.0, Predicted 0.0
0, True 2.0, Predicted 0.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
0, True 2.0, Predicted 0.0
0, True 2.0, Predicted 0.0
0, True 2.0, Predicted 0.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
0, True 0.0, Predicted 2.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
0, True 0.0, Predicted 2.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
0, True 0.0, Predicted 2.0
0, True 0.0, Predicted 2.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
0, True 0.0, Predicted 2.0
1, True 0.0, Predicted 0.0
0, True 0.0, Predicted 2.0
1, True 0.0, Predicted 0.0
0, True 0.0, Predicted 2.0
1, True 0.0, Predicted 0.0
0, True 0.0, Predicted 2.0
0, True 0.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
1, True 2.0, Predicted 2.0
0, True 2.0, Predicted 0.0
0, True 2.0, Predicted 0.0
0, True 2.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
1, True 0.0, Predicted 0.0
